"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value","Flag and Footnotes"
"2016M01","Poland","Syria","Total","Total","Asylum applicant","Person","5",""
"2016M01","Poland","Syria","Total","Total","First time applicant","Person","5",""
"2016M01","Portugal","Extra EU-28","Total","Total","Asylum applicant","Person","60",""
"2016M01","Portugal","Extra EU-28","Total","Total","First time applicant","Person","60",""
"2016M01","Portugal","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M01","Portugal","Syria","Total","Total","First time applicant","Person","0",""
"2016M01","Romania","Extra EU-28","Total","Total","Asylum applicant","Person","40",""
"2016M01","Romania","Extra EU-28","Total","Total","First time applicant","Person","40",""
"2016M01","Romania","Syria","Total","Total","Asylum applicant","Person","5",""
"2016M01","Romania","Syria","Total","Total","First time applicant","Person","5",""
"2016M01","Slovenia","Extra EU-28","Total","Total","Asylum applicant","Person","15",""
"2016M01","Slovenia","Extra EU-28","Total","Total","First time applicant","Person","15",""
"2016M01","Slovenia","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M01","Slovenia","Syria","Total","Total","First time applicant","Person","0",""
"2016M01","Slovakia","Extra EU-28","Total","Total","Asylum applicant","Person","5",""
"2016M01","Slovakia","Extra EU-28","Total","Total","First time applicant","Person","5",""
"2016M01","Slovakia","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M01","Slovakia","Syria","Total","Total","First time applicant","Person","0",""
"2016M01","Finland","Extra EU-28","Total","Total","Asylum applicant","Person","1 010",""
"2016M01","Finland","Extra EU-28","Total","Total","First time applicant","Person","980",""
"2016M01","Finland","Syria","Total","Total","Asylum applicant","Person","65",""
"2016M01","Finland","Syria","Total","Total","First time applicant","Person","65",""
"2016M01","Sweden","Extra EU-28","Total","Total","Asylum applicant","Person","4 155",""
"2016M01","Sweden","Extra EU-28","Total","Total","First time applicant","Person","3 740",""
"2016M01","Sweden","Syria","Total","Total","Asylum applicant","Person","1 105",""
"2016M01","Sweden","Syria","Total","Total","First time applicant","Person","1 060",""
"2016M01","United Kingdom","Extra EU-28","Total","Total","Asylum applicant","Person","3 705",""
"2016M01","United Kingdom","Extra EU-28","Total","Total","First time applicant","Person","3 675",""
"2016M01","United Kingdom","Syria","Total","Total","Asylum applicant","Person","180",""
"2016M01","United Kingdom","Syria","Total","Total","First time applicant","Person","175",""
"2016M01","Iceland","Extra EU-28","Total","Total","Asylum applicant","Person","50",""
"2016M01","Iceland","Extra EU-28","Total","Total","First time applicant","Person","45",""
"2016M01","Iceland","Syria","Total","Total","Asylum applicant","Person","10",""
"2016M01","Iceland","Syria","Total","Total","First time applicant","Person","10",""
"2016M01","Liechtenstein","Extra EU-28","Total","Total","Asylum applicant","Person","0",""
"2016M01","Liechtenstein","Extra EU-28","Total","Total","First time applicant","Person","0",""
"2016M01","Liechtenstein","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M01","Liechtenstein","Syria","Total","Total","First time applicant","Person","0",""
"2016M01","Norway","Extra EU-28","Total","Total","Asylum applicant","Person","415",""
"2016M01","Norway","Extra EU-28","Total","Total","First time applicant","Person","380",""
"2016M01","Norway","Syria","Total","Total","Asylum applicant","Person","85",""
"2016M01","Norway","Syria","Total","Total","First time applicant","Person","85",""
"2016M01","Switzerland","Extra EU-28","Total","Total","Asylum applicant","Person","3 620",""
"2016M01","Switzerland","Extra EU-28","Total","Total","First time applicant","Person","3 510",""
"2016M01","Switzerland","Syria","Total","Total","Asylum applicant","Person","490",""
"2016M01","Switzerland","Syria","Total","Total","First time applicant","Person","475",""
"2016M01","Total","Extra EU-28","Total","Total","Asylum applicant","Person","98 095",""
"2016M01","Total","Extra EU-28","Total","Total","First time applicant","Person","94 230",""
"2016M01","Total","Syria","Total","Total","Asylum applicant","Person","33 485",""
"2016M01","Total","Syria","Total","Total","First time applicant","Person","33 210",""
"2016M02","European Union (28 countries)","Extra EU-28","Total","Total","Asylum applicant","Person","106 745",""
"2016M02","European Union (28 countries)","Extra EU-28","Total","Total","First time applicant","Person","102 715",""
"2016M02","European Union (28 countries)","Syria","Total","Total","Asylum applicant","Person","37 995",""
"2016M02","European Union (28 countries)","Syria","Total","Total","First time applicant","Person","37 720",""
"2016M02","Belgium","Extra EU-28","Total","Total","Asylum applicant","Person","1 515",""
"2016M02","Belgium","Extra EU-28","Total","Total","First time applicant","Person","1 310",""
"2016M02","Belgium","Syria","Total","Total","Asylum applicant","Person","290",""
"2016M02","Belgium","Syria","Total","Total","First time applicant","Person","280",""
"2016M02","Bulgaria","Extra EU-28","Total","Total","Asylum applicant","Person","1 195",""
"2016M02","Bulgaria","Extra EU-28","Total","Total","First time applicant","Person","1 155",""
"2016M02","Bulgaria","Syria","Total","Total","Asylum applicant","Person","140",""
"2016M02","Bulgaria","Syria","Total","Total","First time applicant","Person","140",""
"2016M02","Czech Republic","Extra EU-28","Total","Total","Asylum applicant","Person","180",""
"2016M02","Czech Republic","Extra EU-28","Total","Total","First time applicant","Person","150",""
"2016M02","Czech Republic","Syria","Total","Total","Asylum applicant","Person","5",""
"2016M02","Czech Republic","Syria","Total","Total","First time applicant","Person","5",""
"2016M02","Denmark","Extra EU-28","Total","Total","Asylum applicant","Person","910",""
"2016M02","Denmark","Extra EU-28","Total","Total","First time applicant","Person","900",""
"2016M02","Denmark","Syria","Total","Total","Asylum applicant","Person","230",""
"2016M02","Denmark","Syria","Total","Total","First time applicant","Person","230",""
"2016M02","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","Asylum applicant","Person","67 765",""
"2016M02","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","First time applicant","Person","66 125",""
"2016M02","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Asylum applicant","Person","33 670",""
"2016M02","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","First time applicant","Person","33 495",""
"2016M02","Estonia","Extra EU-28","Total","Total","Asylum applicant","Person","5",""
"2016M02","Estonia","Extra EU-28","Total","Total","First time applicant","Person","0",""
"2016M02","Estonia","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M02","Estonia","Syria","Total","Total","First time applicant","Person","0",""
"2016M02","Ireland","Extra EU-28","Total","Total","Asylum applicant","Person","195",""
"2016M02","Ireland","Extra EU-28","Total","Total","First time applicant","Person","190",""
"2016M02","Ireland","Syria","Total","Total","Asylum applicant","Person","5",""
"2016M02","Ireland","Syria","Total","Total","First time applicant","Person","5",""
"2016M02","Greece","Extra EU-28","Total","Total","Asylum applicant","Person","1 470",""
"2016M02","Greece","Extra EU-28","Total","Total","First time applicant","Person","1 320",""
"2016M02","Greece","Syria","Total","Total","Asylum applicant","Person","270",""
"2016M02","Greece","Syria","Total","Total","First time applicant","Person","265",""
"2016M02","Spain","Extra EU-28","Total","Total","Asylum applicant","Person","935",""
"2016M02","Spain","Extra EU-28","Total","Total","First time applicant","Person","925",""
"2016M02","Spain","Syria","Total","Total","Asylum applicant","Person","90",""
"2016M02","Spain","Syria","Total","Total","First time applicant","Person","90",""
"2016M02","France","Extra EU-28","Total","Total","Asylum applicant","Person","6 960",""
"2016M02","France","Extra EU-28","Total","Total","First time applicant","Person","6 210",""
"2016M02","France","Syria","Total","Total","Asylum applicant","Person","425",""
"2016M02","France","Syria","Total","Total","First time applicant","Person","425",""
"2016M02","Croatia","Extra EU-28","Total","Total","Asylum applicant","Person","35",""
"2016M02","Croatia","Extra EU-28","Total","Total","First time applicant","Person","30",""
"2016M02","Croatia","Syria","Total","Total","Asylum applicant","Person","10",""
"2016M02","Croatia","Syria","Total","Total","First time applicant","Person","10",""
"2016M02","Italy","Extra EU-28","Total","Total","Asylum applicant","Person","7 690",""
"2016M02","Italy","Extra EU-28","Total","Total","First time applicant","Person","7 610",""
"2016M02","Italy","Syria","Total","Total","Asylum applicant","Person","25",""
"2016M02","Italy","Syria","Total","Total","First time applicant","Person","25",""
"2016M02","Cyprus","Extra EU-28","Total","Total","Asylum applicant","Person","240",""
"2016M02","Cyprus","Extra EU-28","Total","Total","First time applicant","Person","230",""
"2016M02","Cyprus","Syria","Total","Total","Asylum applicant","Person","110",""
"2016M02","Cyprus","Syria","Total","Total","First time applicant","Person","105",""
"2016M02","Latvia","Extra EU-28","Total","Total","Asylum applicant","Person","15",""
"2016M02","Latvia","Extra EU-28","Total","Total","First time applicant","Person","15",""
"2016M02","Latvia","Syria","Total","Total","Asylum applicant","Person","5",""
"2016M02","Latvia","Syria","Total","Total","First time applicant","Person","5",""
"2016M02","Lithuania","Extra EU-28","Total","Total","Asylum applicant","Person","10",""
"2016M02","Lithuania","Extra EU-28","Total","Total","First time applicant","Person","10",""
"2016M02","Lithuania","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M02","Lithuania","Syria","Total","Total","First time applicant","Person","0",""
"2016M02","Luxembourg","Extra EU-28","Total","Total","Asylum applicant","Person","135",""
"2016M02","Luxembourg","Extra EU-28","Total","Total","First time applicant","Person","135",""
"2016M02","Luxembourg","Syria","Total","Total","Asylum applicant","Person","25",""
"2016M02","Luxembourg","Syria","Total","Total","First time applicant","Person","25",""
"2016M02","Hungary","Extra EU-28","Total","Total","Asylum applicant","Person","2 175",""
"2016M02","Hungary","Extra EU-28","Total","Total","First time applicant","Person","2 065",""
"2016M02","Hungary","Syria","Total","Total","Asylum applicant","Person","105",""
"2016M02","Hungary","Syria","Total","Total","First time applicant","Person","90",""
"2016M02","Malta","Extra EU-28","Total","Total","Asylum applicant","Person","140",""
"2016M02","Malta","Extra EU-28","Total","Total","First time applicant","Person","135",""
"2016M02","Malta","Syria","Total","Total","Asylum applicant","Person","30",""
"2016M02","Malta","Syria","Total","Total","First time applicant","Person","30",""
"2016M02","Netherlands","Extra EU-28","Total","Total","Asylum applicant","Person","1 895",""
"2016M02","Netherlands","Extra EU-28","Total","Total","First time applicant","Person","1 760",""
"2016M02","Netherlands","Syria","Total","Total","Asylum applicant","Person","340",""
"2016M02","Netherlands","Syria","Total","Total","First time applicant","Person","340",""
"2016M02","Austria","Extra EU-28","Total","Total","Asylum applicant","Person","5 110",""
"2016M02","Austria","Extra EU-28","Total","Total","First time applicant","Person","4 945",""
"2016M02","Austria","Syria","Total","Total","Asylum applicant","Person","1 205",""
"2016M02","Austria","Syria","Total","Total","First time applicant","Person","1 200",""
"2016M02","Poland","Extra EU-28","Total","Total","Asylum applicant","Person","890",""
"2016M02","Poland","Extra EU-28","Total","Total","First time applicant","Person","785",""
"2016M02","Poland","Syria","Total","Total","Asylum applicant","Person","10",""
"2016M02","Poland","Syria","Total","Total","First time applicant","Person","10",""
"2016M02","Portugal","Extra EU-28","Total","Total","Asylum applicant","Person","55",""
"2016M02","Portugal","Extra EU-28","Total","Total","First time applicant","Person","35",""
"2016M02","Portugal","Syria","Total","Total","Asylum applicant","Person","10",""
"2016M02","Portugal","Syria","Total","Total","First time applicant","Person","5",""
"2016M02","Romania","Extra EU-28","Total","Total","Asylum applicant","Person","90",""
"2016M02","Romania","Extra EU-28","Total","Total","First time applicant","Person","80",""
"2016M02","Romania","Syria","Total","Total","Asylum applicant","Person","25",""
"2016M02","Romania","Syria","Total","Total","First time applicant","Person","20",""
"2016M02","Slovenia","Extra EU-28","Total","Total","Asylum applicant","Person","270",""
"2016M02","Slovenia","Extra EU-28","Total","Total","First time applicant","Person","270",""
"2016M02","Slovenia","Syria","Total","Total","Asylum applicant","Person","55",""
"2016M02","Slovenia","Syria","Total","Total","First time applicant","Person","55",""
"2016M02","Slovakia","Extra EU-28","Total","Total","Asylum applicant","Person","5",""
"2016M02","Slovakia","Extra EU-28","Total","Total","First time applicant","Person","0",""
"2016M02","Slovakia","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M02","Slovakia","Syria","Total","Total","First time applicant","Person","0",""
"2016M02","Finland","Extra EU-28","Total","Total","Asylum applicant","Person","855",""
"2016M02","Finland","Extra EU-28","Total","Total","First time applicant","Person","825",""
"2016M02","Finland","Syria","Total","Total","Asylum applicant","Person","70",""
"2016M02","Finland","Syria","Total","Total","First time applicant","Person","70",""
"2016M02","Sweden","Extra EU-28","Total","Total","Asylum applicant","Person","2 720",""
"2016M02","Sweden","Extra EU-28","Total","Total","First time applicant","Person","2 240",""
"2016M02","Sweden","Syria","Total","Total","Asylum applicant","Person","715",""
"2016M02","Sweden","Syria","Total","Total","First time applicant","Person","670",""
"2016M02","United Kingdom","Extra EU-28","Total","Total","Asylum applicant","Person","3 295",""
"2016M02","United Kingdom","Extra EU-28","Total","Total","First time applicant","Person","3 260",""
"2016M02","United Kingdom","Syria","Total","Total","Asylum applicant","Person","140",""
"2016M02","United Kingdom","Syria","Total","Total","First time applicant","Person","140",""
"2016M02","Iceland","Extra EU-28","Total","Total","Asylum applicant","Person","35",""
"2016M02","Iceland","Extra EU-28","Total","Total","First time applicant","Person","35",""
"2016M02","Iceland","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M02","Iceland","Syria","Total","Total","First time applicant","Person","0",""
"2016M02","Liechtenstein","Extra EU-28","Total","Total","Asylum applicant","Person","5",""
"2016M02","Liechtenstein","Extra EU-28","Total","Total","First time applicant","Person","5",""
"2016M02","Liechtenstein","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M02","Liechtenstein","Syria","Total","Total","First time applicant","Person","0",""
"2016M02","Norway","Extra EU-28","Total","Total","Asylum applicant","Person","255",""
"2016M02","Norway","Extra EU-28","Total","Total","First time applicant","Person","235",""
"2016M02","Norway","Syria","Total","Total","Asylum applicant","Person","50",""
"2016M02","Norway","Syria","Total","Total","First time applicant","Person","50",""
"2016M02","Switzerland","Extra EU-28","Total","Total","Asylum applicant","Person","2 700",""
"2016M02","Switzerland","Extra EU-28","Total","Total","First time applicant","Person","2 540",""
"2016M02","Switzerland","Syria","Total","Total","Asylum applicant","Person","245",""
"2016M02","Switzerland","Syria","Total","Total","First time applicant","Person","235",""
"2016M02","Total","Extra EU-28","Total","Total","Asylum applicant","Person","109 745",""
"2016M02","Total","Extra EU-28","Total","Total","First time applicant","Person","105 530",""
"2016M02","Total","Syria","Total","Total","Asylum applicant","Person","38 290",""
"2016M02","Total","Syria","Total","Total","First time applicant","Person","38 005",""
"2016M03","European Union (28 countries)","Extra EU-28","Total","Total","Asylum applicant","Person","98 570",""
"2016M03","European Union (28 countries)","Extra EU-28","Total","Total","First time applicant","Person","94 090",""
"2016M03","European Union (28 countries)","Syria","Total","Total","Asylum applicant","Person","32 300",""
"2016M03","European Union (28 countries)","Syria","Total","Total","First time applicant","Person","31 985",""
"2016M03","Belgium","Extra EU-28","Total","Total","Asylum applicant","Person","1 370",""
"2016M03","Belgium","Extra EU-28","Total","Total","First time applicant","Person","1 015",""
"2016M03","Belgium","Syria","Total","Total","Asylum applicant","Person","125",""
"2016M03","Belgium","Syria","Total","Total","First time applicant","Person","105",""
"2016M03","Bulgaria","Extra EU-28","Total","Total","Asylum applicant","Person","1 040",""
"2016M03","Bulgaria","Extra EU-28","Total","Total","First time applicant","Person","990",""
"2016M03","Bulgaria","Syria","Total","Total","Asylum applicant","Person","95",""
"2016M03","Bulgaria","Syria","Total","Total","First time applicant","Person","95",""
"2016M03","Czech Republic","Extra EU-28","Total","Total","Asylum applicant","Person","130",""
"2016M03","Czech Republic","Extra EU-28","Total","Total","First time applicant","Person","110",""
"2016M03","Czech Republic","Syria","Total","Total","Asylum applicant","Person","5",""
"2016M03","Czech Republic","Syria","Total","Total","First time applicant","Person","5",""
"2016M03","Denmark","Extra EU-28","Total","Total","Asylum applicant","Person","470",""
"2016M03","Denmark","Extra EU-28","Total","Total","First time applicant","Person","460",""
"2016M03","Denmark","Syria","Total","Total","Asylum applicant","Person","90",""
"2016M03","Denmark","Syria","Total","Total","First time applicant","Person","90",""
"2016M03","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","Asylum applicant","Person","59 915",""
"2016M03","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","First time applicant","Person","58 310",""
"2016M03","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Asylum applicant","Person","28 035",""
"2016M03","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","First time applicant","Person","27 880",""
"2016M03","Estonia","Extra EU-28","Total","Total","Asylum applicant","Person","5",""
"2016M03","Estonia","Extra EU-28","Total","Total","First time applicant","Person","5",""
"2016M03","Estonia","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M03","Estonia","Syria","Total","Total","First time applicant","Person","0",""
"2016M03","Ireland","Extra EU-28","Total","Total","Asylum applicant","Person","140",""
"2016M03","Ireland","Extra EU-28","Total","Total","First time applicant","Person","140",""
"2016M03","Ireland","Syria","Total","Total","Asylum applicant","Person","5",""
"2016M03","Ireland","Syria","Total","Total","First time applicant","Person","5",""
"2016M03","Greece","Extra EU-28","Total","Total","Asylum applicant","Person","2 955",""
"2016M03","Greece","Extra EU-28","Total","Total","First time applicant","Person","2 820",""
"2016M03","Greece","Syria","Total","Total","Asylum applicant","Person","1 400",""
"2016M03","Greece","Syria","Total","Total","First time applicant","Person","1 395",""
"2016M03","Spain","Extra EU-28","Total","Total","Asylum applicant","Person","890",""
"2016M03","Spain","Extra EU-28","Total","Total","First time applicant","Person","885",""
"2016M03","Spain","Syria","Total","Total","Asylum applicant","Person","90",""
"2016M03","Spain","Syria","Total","Total","First time applicant","Person","90",""
"2016M03","France","Extra EU-28","Total","Total","Asylum applicant","Person","6 980",""
"2016M03","France","Extra EU-28","Total","Total","First time applicant","Person","6 075",""
"2016M03","France","Syria","Total","Total","Asylum applicant","Person","295",""
"2016M03","France","Syria","Total","Total","First time applicant","Person","290",""
"2016M03","Croatia","Extra EU-28","Total","Total","Asylum applicant","Person","120",""
"2016M03","Croatia","Extra EU-28","Total","Total","First time applicant","Person","115",""
"2016M03","Croatia","Syria","Total","Total","Asylum applicant","Person","10",""
"2016M03","Croatia","Syria","Total","Total","First time applicant","Person","10",""
"2016M03","Italy","Extra EU-28","Total","Total","Asylum applicant","Person","7 405",""
"2016M03","Italy","Extra EU-28","Total","Total","First time applicant","Person","7 305",""
"2016M03","Italy","Syria","Total","Total","Asylum applicant","Person","85",""
"2016M03","Italy","Syria","Total","Total","First time applicant","Person","85",""
"2016M03","Cyprus","Extra EU-28","Total","Total","Asylum applicant","Person","200",""
"2016M03","Cyprus","Extra EU-28","Total","Total","First time applicant","Person","185",""
"2016M03","Cyprus","Syria","Total","Total","Asylum applicant","Person","55",""
"2016M03","Cyprus","Syria","Total","Total","First time applicant","Person","50",""
"2016M03","Latvia","Extra EU-28","Total","Total","Asylum applicant","Person","10",""
"2016M03","Latvia","Extra EU-28","Total","Total","First time applicant","Person","10",""
"2016M03","Latvia","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M03","Latvia","Syria","Total","Total","First time applicant","Person","0",""
"2016M03","Lithuania","Extra EU-28","Total","Total","Asylum applicant","Person","25",""
"2016M03","Lithuania","Extra EU-28","Total","Total","First time applicant","Person","20",""
"2016M03","Lithuania","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M03","Lithuania","Syria","Total","Total","First time applicant","Person","0",""
"2016M03","Luxembourg","Extra EU-28","Total","Total","Asylum applicant","Person","110",""
"2016M03","Luxembourg","Extra EU-28","Total","Total","First time applicant","Person","105",""
"2016M03","Luxembourg","Syria","Total","Total","Asylum applicant","Person","10",""
"2016M03","Luxembourg","Syria","Total","Total","First time applicant","Person","10",""
"2016M03","Hungary","Extra EU-28","Total","Total","Asylum applicant","Person","4 575",""
"2016M03","Hungary","Extra EU-28","Total","Total","First time applicant","Person","4 430",""
"2016M03","Hungary","Syria","Total","Total","Asylum applicant","Person","405",""
"2016M03","Hungary","Syria","Total","Total","First time applicant","Person","390",""
"2016M03","Malta","Extra EU-28","Total","Total","Asylum applicant","Person","180",""
"2016M03","Malta","Extra EU-28","Total","Total","First time applicant","Person","145",""
"2016M03","Malta","Syria","Total","Total","Asylum applicant","Person","40",""
"2016M03","Malta","Syria","Total","Total","First time applicant","Person","35",""
"2016M03","Netherlands","Extra EU-28","Total","Total","Asylum applicant","Person","1 350",""
"2016M03","Netherlands","Extra EU-28","Total","Total","First time applicant","Person","1 225",""
"2016M03","Netherlands","Syria","Total","Total","Asylum applicant","Person","130",""
"2016M03","Netherlands","Syria","Total","Total","First time applicant","Person","125",""
"2016M03","Austria","Extra EU-28","Total","Total","Asylum applicant","Person","3 345",""
"2016M03","Austria","Extra EU-28","Total","Total","First time applicant","Person","3 185",""
"2016M03","Austria","Syria","Total","Total","Asylum applicant","Person","710",""
"2016M03","Austria","Syria","Total","Total","First time applicant","Person","690",""
"2016M03","Poland","Extra EU-28","Total","Total","Asylum applicant","Person","1 120",""
"2016M03","Poland","Extra EU-28","Total","Total","First time applicant","Person","1 010",""
"2016M03","Poland","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M03","Poland","Syria","Total","Total","First time applicant","Person","0",""
"2016M03","Portugal","Extra EU-28","Total","Total","Asylum applicant","Person","180",""
"2016M03","Portugal","Extra EU-28","Total","Total","First time applicant","Person","50",""
"2016M03","Portugal","Syria","Total","Total","Asylum applicant","Person","50",""
"2016M03","Portugal","Syria","Total","Total","First time applicant","Person","0",""
"2016M03","Romania","Extra EU-28","Total","Total","Asylum applicant","Person","100",""
"2016M03","Romania","Extra EU-28","Total","Total","First time applicant","Person","95",""
"2016M03","Romania","Syria","Total","Total","Asylum applicant","Person","25",""
"2016M03","Romania","Syria","Total","Total","First time applicant","Person","25",""
"2016M03","Slovenia","Extra EU-28","Total","Total","Asylum applicant","Person","205",""
"2016M03","Slovenia","Extra EU-28","Total","Total","First time applicant","Person","200",""
"2016M03","Slovenia","Syria","Total","Total","Asylum applicant","Person","70",""
"2016M03","Slovenia","Syria","Total","Total","First time applicant","Person","70",""
"2016M03","Slovakia","Extra EU-28","Total","Total","Asylum applicant","Person","10",""
"2016M03","Slovakia","Extra EU-28","Total","Total","First time applicant","Person","10",""
"2016M03","Slovakia","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M03","Slovakia","Syria","Total","Total","First time applicant","Person","0",""
"2016M03","Finland","Extra EU-28","Total","Total","Asylum applicant","Person","360",""
"2016M03","Finland","Extra EU-28","Total","Total","First time applicant","Person","340",""
"2016M03","Finland","Syria","Total","Total","Asylum applicant","Person","15",""
"2016M03","Finland","Syria","Total","Total","First time applicant","Person","15",""
"2016M03","Sweden","Extra EU-28","Total","Total","Asylum applicant","Person","2 235",""
"2016M03","Sweden","Extra EU-28","Total","Total","First time applicant","Person","1 730",""
"2016M03","Sweden","Syria","Total","Total","Asylum applicant","Person","390",""
"2016M03","Sweden","Syria","Total","Total","First time applicant","Person","345",""
"2016M03","United Kingdom","Extra EU-28","Total","Total","Asylum applicant","Person","3 150",""
"2016M03","United Kingdom","Extra EU-28","Total","Total","First time applicant","Person","3 130",""
"2016M03","United Kingdom","Syria","Total","Total","Asylum applicant","Person","175",""
"2016M03","United Kingdom","Syria","Total","Total","First time applicant","Person","175",""
"2016M03","Iceland","Extra EU-28","Total","Total","Asylum applicant","Person","45",""
"2016M03","Iceland","Extra EU-28","Total","Total","First time applicant","Person","45",""
"2016M03","Iceland","Syria","Total","Total","Asylum applicant","Person","5",""
"2016M03","Iceland","Syria","Total","Total","First time applicant","Person","5",""
"2016M03","Liechtenstein","Extra EU-28","Total","Total","Asylum applicant","Person","5",""
"2016M03","Liechtenstein","Extra EU-28","Total","Total","First time applicant","Person","5",""
"2016M03","Liechtenstein","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M03","Liechtenstein","Syria","Total","Total","First time applicant","Person","0",""
"2016M03","Norway","Extra EU-28","Total","Total","Asylum applicant","Person","300",""
"2016M03","Norway","Extra EU-28","Total","Total","First time applicant","Person","270",""
"2016M03","Norway","Syria","Total","Total","Asylum applicant","Person","45",""
"2016M03","Norway","Syria","Total","Total","First time applicant","Person","45",""
"2016M03","Switzerland","Extra EU-28","Total","Total","Asylum applicant","Person","1 990",""
"2016M03","Switzerland","Extra EU-28","Total","Total","First time applicant","Person","1 890",""
"2016M03","Switzerland","Syria","Total","Total","Asylum applicant","Person","140",""
"2016M03","Switzerland","Syria","Total","Total","First time applicant","Person","135",""
"2016M03","Total","Extra EU-28","Total","Total","Asylum applicant","Person","100 915",""
"2016M03","Total","Extra EU-28","Total","Total","First time applicant","Person","96 300",""
"2016M03","Total","Syria","Total","Total","Asylum applicant","Person","32 490",""
"2016M03","Total","Syria","Total","Total","First time applicant","Person","32 170",""
"2016M04","European Union (28 countries)","Extra EU-28","Total","Total","Asylum applicant","Person","102 830",""
"2016M04","European Union (28 countries)","Extra EU-28","Total","Total","First time applicant","Person","98 905",""
"2016M04","European Union (28 countries)","Syria","Total","Total","Asylum applicant","Person","31 925",""
"2016M04","European Union (28 countries)","Syria","Total","Total","First time applicant","Person","31 745",""
"2016M04","Belgium","Extra EU-28","Total","Total","Asylum applicant","Person","1 295",""
"2016M04","Belgium","Extra EU-28","Total","Total","First time applicant","Person","1 030",""
"2016M04","Belgium","Syria","Total","Total","Asylum applicant","Person","210",""
"2016M04","Belgium","Syria","Total","Total","First time applicant","Person","205",""
"2016M04","Bulgaria","Extra EU-28","Total","Total","Asylum applicant","Person","1 105",""
"2016M04","Bulgaria","Extra EU-28","Total","Total","First time applicant","Person","1 045",""
"2016M04","Bulgaria","Syria","Total","Total","Asylum applicant","Person","150",""
"2016M04","Bulgaria","Syria","Total","Total","First time applicant","Person","145",""
"2016M04","Czech Republic","Extra EU-28","Total","Total","Asylum applicant","Person","150",""
"2016M04","Czech Republic","Extra EU-28","Total","Total","First time applicant","Person","115",""
"2016M04","Czech Republic","Syria","Total","Total","Asylum applicant","Person","5",""
"2016M04","Czech Republic","Syria","Total","Total","First time applicant","Person","5",""
"2016M04","Denmark","Extra EU-28","Total","Total","Asylum applicant","Person","405",""
"2016M04","Denmark","Extra EU-28","Total","Total","First time applicant","Person","395",""
"2016M04","Denmark","Syria","Total","Total","Asylum applicant","Person","40",""
"2016M04","Denmark","Syria","Total","Total","First time applicant","Person","40",""
"2016M04","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","Asylum applicant","Person","60 905",""
"2016M04","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","First time applicant","Person","59 670",""
"2016M04","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Asylum applicant","Person","25 880",""
"2016M04","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","First time applicant","Person","25 790",""
"2016M04","Estonia","Extra EU-28","Total","Total","Asylum applicant","Person","5",""
"2016M04","Estonia","Extra EU-28","Total","Total","First time applicant","Person","5",""
"2016M04","Estonia","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M04","Estonia","Syria","Total","Total","First time applicant","Person","0",""
"2016M04","Ireland","Extra EU-28","Total","Total","Asylum applicant","Person","155",""
"2016M04","Ireland","Extra EU-28","Total","Total","First time applicant","Person","155",""
"2016M04","Ireland","Syria","Total","Total","Asylum applicant","Person","5",""
"2016M04","Ireland","Syria","Total","Total","First time applicant","Person","5",""
"2016M04","Greece","Extra EU-28","Total","Total","Asylum applicant","Person","3 700",""
"2016M04","Greece","Extra EU-28","Total","Total","First time applicant","Person","3 615",""
"2016M04","Greece","Syria","Total","Total","Asylum applicant","Person","2 225",""
"2016M04","Greece","Syria","Total","Total","First time applicant","Person","2 225",""
"2016M04","Spain","Extra EU-28","Total","Total","Asylum applicant","Person","1 165",""
"2016M04","Spain","Extra EU-28","Total","Total","First time applicant","Person","1 155",""
"2016M04","Spain","Syria","Total","Total","Asylum applicant","Person","165",""
"2016M04","Spain","Syria","Total","Total","First time applicant","Person","165",""
"2016M04","France","Extra EU-28","Total","Total","Asylum applicant","Person","6 650",""
"2016M04","France","Extra EU-28","Total","Total","First time applicant","Person","5 830",""
