"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value","Flag and Footnotes"
"2016M04","France","Syria","Total","Total","Asylum applicant","Person","295",""
"2016M04","France","Syria","Total","Total","First time applicant","Person","295",""
"2016M04","Croatia","Extra EU-28","Total","Total","Asylum applicant","Person","185",""
"2016M04","Croatia","Extra EU-28","Total","Total","First time applicant","Person","180",""
"2016M04","Croatia","Syria","Total","Total","Asylum applicant","Person","15",""
"2016M04","Croatia","Syria","Total","Total","First time applicant","Person","15",""
"2016M04","Italy","Extra EU-28","Total","Total","Asylum applicant","Person","8 130",""
"2016M04","Italy","Extra EU-28","Total","Total","First time applicant","Person","7 960",""
"2016M04","Italy","Syria","Total","Total","Asylum applicant","Person","200",""
"2016M04","Italy","Syria","Total","Total","First time applicant","Person","200",""
"2016M04","Cyprus","Extra EU-28","Total","Total","Asylum applicant","Person","185",""
"2016M04","Cyprus","Extra EU-28","Total","Total","First time applicant","Person","185",""
"2016M04","Cyprus","Syria","Total","Total","Asylum applicant","Person","65",""
"2016M04","Cyprus","Syria","Total","Total","First time applicant","Person","65",""
"2016M04","Latvia","Extra EU-28","Total","Total","Asylum applicant","Person","40",""
"2016M04","Latvia","Extra EU-28","Total","Total","First time applicant","Person","40",""
"2016M04","Latvia","Syria","Total","Total","Asylum applicant","Person","10",""
"2016M04","Latvia","Syria","Total","Total","First time applicant","Person","10",""
"2016M04","Lithuania","Extra EU-28","Total","Total","Asylum applicant","Person","10",""
"2016M04","Lithuania","Extra EU-28","Total","Total","First time applicant","Person","10",""
"2016M04","Lithuania","Syria","Total","Total","Asylum applicant","Person","5",""
"2016M04","Lithuania","Syria","Total","Total","First time applicant","Person","5",""
"2016M04","Luxembourg","Extra EU-28","Total","Total","Asylum applicant","Person","130",""
"2016M04","Luxembourg","Extra EU-28","Total","Total","First time applicant","Person","125",""
"2016M04","Luxembourg","Syria","Total","Total","Asylum applicant","Person","15",""
"2016M04","Luxembourg","Syria","Total","Total","First time applicant","Person","15",""
"2016M04","Hungary","Extra EU-28","Total","Total","Asylum applicant","Person","5 810",""
"2016M04","Hungary","Extra EU-28","Total","Total","First time applicant","Person","5 685",""
"2016M04","Hungary","Syria","Total","Total","Asylum applicant","Person","1 175",""
"2016M04","Hungary","Syria","Total","Total","First time applicant","Person","1 150",""
"2016M04","Malta","Extra EU-28","Total","Total","Asylum applicant","Person","115",""
"2016M04","Malta","Extra EU-28","Total","Total","First time applicant","Person","105",""
"2016M04","Malta","Syria","Total","Total","Asylum applicant","Person","15",""
"2016M04","Malta","Syria","Total","Total","First time applicant","Person","15",""
"2016M04","Netherlands","Extra EU-28","Total","Total","Asylum applicant","Person","1 070",""
"2016M04","Netherlands","Extra EU-28","Total","Total","First time applicant","Person","920",""
"2016M04","Netherlands","Syria","Total","Total","Asylum applicant","Person","115",""
"2016M04","Netherlands","Syria","Total","Total","First time applicant","Person","100",""
"2016M04","Austria","Extra EU-28","Total","Total","Asylum applicant","Person","4 170",""
"2016M04","Austria","Extra EU-28","Total","Total","First time applicant","Person","4 020",""
"2016M04","Austria","Syria","Total","Total","Asylum applicant","Person","730",""
"2016M04","Austria","Syria","Total","Total","First time applicant","Person","725",""
"2016M04","Poland","Extra EU-28","Total","Total","Asylum applicant","Person","1 265",""
"2016M04","Poland","Extra EU-28","Total","Total","First time applicant","Person","1 095",""
"2016M04","Poland","Syria","Total","Total","Asylum applicant","Person","5",""
"2016M04","Poland","Syria","Total","Total","First time applicant","Person","5",""
"2016M04","Portugal","Extra EU-28","Total","Total","Asylum applicant","Person","75",""
"2016M04","Portugal","Extra EU-28","Total","Total","First time applicant","Person","50",""
"2016M04","Portugal","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M04","Portugal","Syria","Total","Total","First time applicant","Person","0",""
"2016M04","Romania","Extra EU-28","Total","Total","Asylum applicant","Person","85",""
"2016M04","Romania","Extra EU-28","Total","Total","First time applicant","Person","85",""
"2016M04","Romania","Syria","Total","Total","Asylum applicant","Person","40",""
"2016M04","Romania","Syria","Total","Total","First time applicant","Person","40",""
"2016M04","Slovenia","Extra EU-28","Total","Total","Asylum applicant","Person","30",""
"2016M04","Slovenia","Extra EU-28","Total","Total","First time applicant","Person","30",""
"2016M04","Slovenia","Syria","Total","Total","Asylum applicant","Person","5",""
"2016M04","Slovenia","Syria","Total","Total","First time applicant","Person","5",""
"2016M04","Slovakia","Extra EU-28","Total","Total","Asylum applicant","Person","15",""
"2016M04","Slovakia","Extra EU-28","Total","Total","First time applicant","Person","0",""
"2016M04","Slovakia","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M04","Slovakia","Syria","Total","Total","First time applicant","Person","0",""
"2016M04","Finland","Extra EU-28","Total","Total","Asylum applicant","Person","385",""
"2016M04","Finland","Extra EU-28","Total","Total","First time applicant","Person","360",""
"2016M04","Finland","Syria","Total","Total","Asylum applicant","Person","45",""
"2016M04","Finland","Syria","Total","Total","First time applicant","Person","40",""
"2016M04","Sweden","Extra EU-28","Total","Total","Asylum applicant","Person","2 040",""
"2016M04","Sweden","Extra EU-28","Total","Total","First time applicant","Person","1 540",""
"2016M04","Sweden","Syria","Total","Total","Asylum applicant","Person","335",""
"2016M04","Sweden","Syria","Total","Total","First time applicant","Person","300",""
"2016M04","United Kingdom","Extra EU-28","Total","Total","Asylum applicant","Person","3 550",""
"2016M04","United Kingdom","Extra EU-28","Total","Total","First time applicant","Person","3 505",""
"2016M04","United Kingdom","Syria","Total","Total","Asylum applicant","Person","180",""
"2016M04","United Kingdom","Syria","Total","Total","First time applicant","Person","180",""
"2016M04","Iceland","Extra EU-28","Total","Total","Asylum applicant","Person","45",""
"2016M04","Iceland","Extra EU-28","Total","Total","First time applicant","Person","45",""
"2016M04","Iceland","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M04","Iceland","Syria","Total","Total","First time applicant","Person","0",""
"2016M04","Liechtenstein","Extra EU-28","Total","Total","Asylum applicant","Person","10",""
"2016M04","Liechtenstein","Extra EU-28","Total","Total","First time applicant","Person","10",""
"2016M04","Liechtenstein","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M04","Liechtenstein","Syria","Total","Total","First time applicant","Person","0",""
"2016M04","Norway","Extra EU-28","Total","Total","Asylum applicant","Person","245",""
"2016M04","Norway","Extra EU-28","Total","Total","First time applicant","Person","225",""
"2016M04","Norway","Syria","Total","Total","Asylum applicant","Person","35",""
"2016M04","Norway","Syria","Total","Total","First time applicant","Person","35",""
"2016M04","Switzerland","Extra EU-28","Total","Total","Asylum applicant","Person","1 740",""
"2016M04","Switzerland","Extra EU-28","Total","Total","First time applicant","Person","1 620",""
"2016M04","Switzerland","Syria","Total","Total","Asylum applicant","Person","115",""
"2016M04","Switzerland","Syria","Total","Total","First time applicant","Person","110",""
"2016M04","Total","Extra EU-28","Total","Total","Asylum applicant","Person","104 865",""
"2016M04","Total","Extra EU-28","Total","Total","First time applicant","Person","100 800",""
"2016M04","Total","Syria","Total","Total","Asylum applicant","Person","32 080",""
"2016M04","Total","Syria","Total","Total","First time applicant","Person","31 890",""
"2016M05","European Union (28 countries)","Extra EU-28","Total","Total","Asylum applicant","Person","97 300",""
"2016M05","European Union (28 countries)","Extra EU-28","Total","Total","First time applicant","Person","93 430",""
"2016M05","European Union (28 countries)","Syria","Total","Total","Asylum applicant","Person","28 090",""
"2016M05","European Union (28 countries)","Syria","Total","Total","First time applicant","Person","27 835",""
"2016M05","Belgium","Extra EU-28","Total","Total","Asylum applicant","Person","1 185",""
"2016M05","Belgium","Extra EU-28","Total","Total","First time applicant","Person","830",""
"2016M05","Belgium","Syria","Total","Total","Asylum applicant","Person","105",""
"2016M05","Belgium","Syria","Total","Total","First time applicant","Person","100",""
"2016M05","Bulgaria","Extra EU-28","Total","Total","Asylum applicant","Person","1 115",""
"2016M05","Bulgaria","Extra EU-28","Total","Total","First time applicant","Person","1 080",""
"2016M05","Bulgaria","Syria","Total","Total","Asylum applicant","Person","140",""
"2016M05","Bulgaria","Syria","Total","Total","First time applicant","Person","140",""
"2016M05","Czech Republic","Extra EU-28","Total","Total","Asylum applicant","Person","95",""
"2016M05","Czech Republic","Extra EU-28","Total","Total","First time applicant","Person","75",""
"2016M05","Czech Republic","Syria","Total","Total","Asylum applicant","Person","5",""
"2016M05","Czech Republic","Syria","Total","Total","First time applicant","Person","5",""
"2016M05","Denmark","Extra EU-28","Total","Total","Asylum applicant","Person","370",""
"2016M05","Denmark","Extra EU-28","Total","Total","First time applicant","Person","360",""
"2016M05","Denmark","Syria","Total","Total","Asylum applicant","Person","55",""
"2016M05","Denmark","Syria","Total","Total","First time applicant","Person","50",""
"2016M05","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","Asylum applicant","Person","55 205",""
"2016M05","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","First time applicant","Person","54 050",""
"2016M05","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Asylum applicant","Person","21 640",""
"2016M05","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","First time applicant","Person","21 545",""
"2016M05","Estonia","Extra EU-28","Total","Total","Asylum applicant","Person","35",""
"2016M05","Estonia","Extra EU-28","Total","Total","First time applicant","Person","25",""
"2016M05","Estonia","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M05","Estonia","Syria","Total","Total","First time applicant","Person","0",""
"2016M05","Ireland","Extra EU-28","Total","Total","Asylum applicant","Person","140",""
"2016M05","Ireland","Extra EU-28","Total","Total","First time applicant","Person","140",""
"2016M05","Ireland","Syria","Total","Total","Asylum applicant","Person","5",""
"2016M05","Ireland","Syria","Total","Total","First time applicant","Person","5",""
"2016M05","Greece","Extra EU-28","Total","Total","Asylum applicant","Person","4 280",""
"2016M05","Greece","Extra EU-28","Total","Total","First time applicant","Person","4 215",""
"2016M05","Greece","Syria","Total","Total","Asylum applicant","Person","2 905",""
"2016M05","Greece","Syria","Total","Total","First time applicant","Person","2 900",""
"2016M05","Spain","Extra EU-28","Total","Total","Asylum applicant","Person","1 325",""
"2016M05","Spain","Extra EU-28","Total","Total","First time applicant","Person","1 315",""
"2016M05","Spain","Syria","Total","Total","Asylum applicant","Person","355",""
"2016M05","Spain","Syria","Total","Total","First time applicant","Person","355",""
"2016M05","France","Extra EU-28","Total","Total","Asylum applicant","Person","6 545",""
"2016M05","France","Extra EU-28","Total","Total","First time applicant","Person","5 875",""
"2016M05","France","Syria","Total","Total","Asylum applicant","Person","450",""
"2016M05","France","Syria","Total","Total","First time applicant","Person","450",""
"2016M05","Croatia","Extra EU-28","Total","Total","Asylum applicant","Person","85",""
"2016M05","Croatia","Extra EU-28","Total","Total","First time applicant","Person","80",""
"2016M05","Croatia","Syria","Total","Total","Asylum applicant","Person","10",""
"2016M05","Croatia","Syria","Total","Total","First time applicant","Person","10",""
"2016M05","Italy","Extra EU-28","Total","Total","Asylum applicant","Person","9 250",""
"2016M05","Italy","Extra EU-28","Total","Total","First time applicant","Person","9 125",""
"2016M05","Italy","Syria","Total","Total","Asylum applicant","Person","150",""
"2016M05","Italy","Syria","Total","Total","First time applicant","Person","150",""
"2016M05","Cyprus","Extra EU-28","Total","Total","Asylum applicant","Person","180",""
"2016M05","Cyprus","Extra EU-28","Total","Total","First time applicant","Person","170",""
"2016M05","Cyprus","Syria","Total","Total","Asylum applicant","Person","60",""
"2016M05","Cyprus","Syria","Total","Total","First time applicant","Person","55",""
"2016M05","Latvia","Extra EU-28","Total","Total","Asylum applicant","Person","5",""
"2016M05","Latvia","Extra EU-28","Total","Total","First time applicant","Person","5",""
"2016M05","Latvia","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M05","Latvia","Syria","Total","Total","First time applicant","Person","0",""
"2016M05","Lithuania","Extra EU-28","Total","Total","Asylum applicant","Person","15",""
"2016M05","Lithuania","Extra EU-28","Total","Total","First time applicant","Person","15",""
"2016M05","Lithuania","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M05","Lithuania","Syria","Total","Total","First time applicant","Person","0",""
"2016M05","Luxembourg","Extra EU-28","Total","Total","Asylum applicant","Person","125",""
"2016M05","Luxembourg","Extra EU-28","Total","Total","First time applicant","Person","115",""
"2016M05","Luxembourg","Syria","Total","Total","Asylum applicant","Person","10",""
"2016M05","Luxembourg","Syria","Total","Total","First time applicant","Person","10",""
"2016M05","Hungary","Extra EU-28","Total","Total","Asylum applicant","Person","4 750",""
"2016M05","Hungary","Extra EU-28","Total","Total","First time applicant","Person","4 625",""
"2016M05","Hungary","Syria","Total","Total","Asylum applicant","Person","805",""
"2016M05","Hungary","Syria","Total","Total","First time applicant","Person","800",""
"2016M05","Malta","Extra EU-28","Total","Total","Asylum applicant","Person","130",""
"2016M05","Malta","Extra EU-28","Total","Total","First time applicant","Person","115",""
"2016M05","Malta","Syria","Total","Total","Asylum applicant","Person","15",""
"2016M05","Malta","Syria","Total","Total","First time applicant","Person","20",""
"2016M05","Netherlands","Extra EU-28","Total","Total","Asylum applicant","Person","1 135",""
"2016M05","Netherlands","Extra EU-28","Total","Total","First time applicant","Person","985",""
"2016M05","Netherlands","Syria","Total","Total","Asylum applicant","Person","105",""
"2016M05","Netherlands","Syria","Total","Total","First time applicant","Person","105",""
"2016M05","Austria","Extra EU-28","Total","Total","Asylum applicant","Person","3 860",""
"2016M05","Austria","Extra EU-28","Total","Total","First time applicant","Person","3 760",""
"2016M05","Austria","Syria","Total","Total","Asylum applicant","Person","660",""
"2016M05","Austria","Syria","Total","Total","First time applicant","Person","660",""
"2016M05","Poland","Extra EU-28","Total","Total","Asylum applicant","Person","1 495",""
"2016M05","Poland","Extra EU-28","Total","Total","First time applicant","Person","1 330",""
"2016M05","Poland","Syria","Total","Total","Asylum applicant","Person","10",""
"2016M05","Poland","Syria","Total","Total","First time applicant","Person","10",""
"2016M05","Portugal","Extra EU-28","Total","Total","Asylum applicant","Person","190",""
"2016M05","Portugal","Extra EU-28","Total","Total","First time applicant","Person","50",""
"2016M05","Portugal","Syria","Total","Total","Asylum applicant","Person","85",""
"2016M05","Portugal","Syria","Total","Total","First time applicant","Person","5",""
"2016M05","Romania","Extra EU-28","Total","Total","Asylum applicant","Person","50",""
"2016M05","Romania","Extra EU-28","Total","Total","First time applicant","Person","50",""
"2016M05","Romania","Syria","Total","Total","Asylum applicant","Person","15",""
"2016M05","Romania","Syria","Total","Total","First time applicant","Person","15",""
"2016M05","Slovenia","Extra EU-28","Total","Total","Asylum applicant","Person","55",""
"2016M05","Slovenia","Extra EU-28","Total","Total","First time applicant","Person","55",""
"2016M05","Slovenia","Syria","Total","Total","Asylum applicant","Person","20",""
"2016M05","Slovenia","Syria","Total","Total","First time applicant","Person","20",""
"2016M05","Slovakia","Extra EU-28","Total","Total","Asylum applicant","Person","15",""
"2016M05","Slovakia","Extra EU-28","Total","Total","First time applicant","Person","5",""
"2016M05","Slovakia","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M05","Slovakia","Syria","Total","Total","First time applicant","Person","0",""
"2016M05","Finland","Extra EU-28","Total","Total","Asylum applicant","Person","340",""
"2016M05","Finland","Extra EU-28","Total","Total","First time applicant","Person","315",""
"2016M05","Finland","Syria","Total","Total","Asylum applicant","Person","25",""
"2016M05","Finland","Syria","Total","Total","First time applicant","Person","25",""
"2016M05","Sweden","Extra EU-28","Total","Total","Asylum applicant","Person","2 055",""
"2016M05","Sweden","Extra EU-28","Total","Total","First time applicant","Person","1 460",""
"2016M05","Sweden","Syria","Total","Total","Asylum applicant","Person","295",""
"2016M05","Sweden","Syria","Total","Total","First time applicant","Person","245",""
"2016M05","United Kingdom","Extra EU-28","Total","Total","Asylum applicant","Person","3 255",""
"2016M05","United Kingdom","Extra EU-28","Total","Total","First time applicant","Person","3 210",""
"2016M05","United Kingdom","Syria","Total","Total","Asylum applicant","Person","160",""
"2016M05","United Kingdom","Syria","Total","Total","First time applicant","Person","160",""
"2016M05","Iceland","Extra EU-28","Total","Total","Asylum applicant","Person","55",""
"2016M05","Iceland","Extra EU-28","Total","Total","First time applicant","Person","55",""
"2016M05","Iceland","Syria","Total","Total","Asylum applicant","Person","5",""
"2016M05","Iceland","Syria","Total","Total","First time applicant","Person","5",""
"2016M05","Liechtenstein","Extra EU-28","Total","Total","Asylum applicant","Person","10",""
"2016M05","Liechtenstein","Extra EU-28","Total","Total","First time applicant","Person","10",""
"2016M05","Liechtenstein","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M05","Liechtenstein","Syria","Total","Total","First time applicant","Person","0",""
"2016M05","Norway","Extra EU-28","Total","Total","Asylum applicant","Person","215",""
"2016M05","Norway","Extra EU-28","Total","Total","First time applicant","Person","195",""
"2016M05","Norway","Syria","Total","Total","Asylum applicant","Person","25",""
"2016M05","Norway","Syria","Total","Total","First time applicant","Person","25",""
"2016M05","Switzerland","Extra EU-28","Total","Total","Asylum applicant","Person","1 880",""
"2016M05","Switzerland","Extra EU-28","Total","Total","First time applicant","Person","1 785",""
"2016M05","Switzerland","Syria","Total","Total","Asylum applicant","Person","100",""
"2016M05","Switzerland","Syria","Total","Total","First time applicant","Person","95",""
"2016M05","Total","Extra EU-28","Total","Total","Asylum applicant","Person","99 465",""
"2016M05","Total","Extra EU-28","Total","Total","First time applicant","Person","95 480",""
"2016M05","Total","Syria","Total","Total","Asylum applicant","Person","28 220",""
"2016M05","Total","Syria","Total","Total","First time applicant","Person","27 960",""
"2016M06","European Union (28 countries)","Extra EU-28","Total","Total","Asylum applicant","Person","117 705",""
"2016M06","European Union (28 countries)","Extra EU-28","Total","Total","First time applicant","Person","113 365",""
"2016M06","European Union (28 countries)","Syria","Total","Total","Asylum applicant","Person","31 235",""
"2016M06","European Union (28 countries)","Syria","Total","Total","First time applicant","Person","30 880",""
"2016M06","Belgium","Extra EU-28","Total","Total","Asylum applicant","Person","1 075",""
"2016M06","Belgium","Extra EU-28","Total","Total","First time applicant","Person","775",""
"2016M06","Belgium","Syria","Total","Total","Asylum applicant","Person","90",""
"2016M06","Belgium","Syria","Total","Total","First time applicant","Person","80",""
"2016M06","Bulgaria","Extra EU-28","Total","Total","Asylum applicant","Person","1 425",""
"2016M06","Bulgaria","Extra EU-28","Total","Total","First time applicant","Person","1 385",""
"2016M06","Bulgaria","Syria","Total","Total","Asylum applicant","Person","220",""
"2016M06","Bulgaria","Syria","Total","Total","First time applicant","Person","210",""
"2016M06","Czech Republic","Extra EU-28","Total","Total","Asylum applicant","Person","105",""
"2016M06","Czech Republic","Extra EU-28","Total","Total","First time applicant","Person","90",""
"2016M06","Czech Republic","Syria","Total","Total","Asylum applicant","Person","5",""
"2016M06","Czech Republic","Syria","Total","Total","First time applicant","Person","5",""
"2016M06","Denmark","Extra EU-28","Total","Total","Asylum applicant","Person","470",""
"2016M06","Denmark","Extra EU-28","Total","Total","First time applicant","Person","465",""
"2016M06","Denmark","Syria","Total","Total","Asylum applicant","Person","45",""
"2016M06","Denmark","Syria","Total","Total","First time applicant","Person","45",""
"2016M06","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","Asylum applicant","Person","74 575",""
"2016M06","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","First time applicant","Person","73 025",""
"2016M06","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Asylum applicant","Person","24 580",""
"2016M06","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","First time applicant","Person","24 490",""
"2016M06","Estonia","Extra EU-28","Total","Total","Asylum applicant","Person","5",""
"2016M06","Estonia","Extra EU-28","Total","Total","First time applicant","Person","5",""
"2016M06","Estonia","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M06","Estonia","Syria","Total","Total","First time applicant","Person","0",""
"2016M06","Ireland","Extra EU-28","Total","Total","Asylum applicant","Person","155",""
"2016M06","Ireland","Extra EU-28","Total","Total","First time applicant","Person","155",""
"2016M06","Ireland","Syria","Total","Total","Asylum applicant","Person","30",""
"2016M06","Ireland","Syria","Total","Total","First time applicant","Person","30",""
"2016M06","Greece","Extra EU-28","Total","Total","Asylum applicant","Person","4 255",""
"2016M06","Greece","Extra EU-28","Total","Total","First time applicant","Person","4 185",""
"2016M06","Greece","Syria","Total","Total","Asylum applicant","Person","2 875",""
"2016M06","Greece","Syria","Total","Total","First time applicant","Person","2 875",""
"2016M06","Spain","Extra EU-28","Total","Total","Asylum applicant","Person","1 510",""
"2016M06","Spain","Extra EU-28","Total","Total","First time applicant","Person","1 500",""
"2016M06","Spain","Syria","Total","Total","Asylum applicant","Person","345",""
"2016M06","Spain","Syria","Total","Total","First time applicant","Person","345",""
"2016M06","France","Extra EU-28","Total","Total","Asylum applicant","Person","6 865",""
"2016M06","France","Extra EU-28","Total","Total","First time applicant","Person","6 130",""
"2016M06","France","Syria","Total","Total","Asylum applicant","Person","390",""
"2016M06","France","Syria","Total","Total","First time applicant","Person","390",""
"2016M06","Croatia","Extra EU-28","Total","Total","Asylum applicant","Person","65",""
"2016M06","Croatia","Extra EU-28","Total","Total","First time applicant","Person","55",""
"2016M06","Croatia","Syria","Total","Total","Asylum applicant","Person","10",""
"2016M06","Croatia","Syria","Total","Total","First time applicant","Person","10",""
"2016M06","Italy","Extra EU-28","Total","Total","Asylum applicant","Person","10 040",""
"2016M06","Italy","Extra EU-28","Total","Total","First time applicant","Person","9 960",""
"2016M06","Italy","Syria","Total","Total","Asylum applicant","Person","315",""
"2016M06","Italy","Syria","Total","Total","First time applicant","Person","315",""
"2016M06","Cyprus","Extra EU-28","Total","Total","Asylum applicant","Person","165",""
"2016M06","Cyprus","Extra EU-28","Total","Total","First time applicant","Person","160",""
"2016M06","Cyprus","Syria","Total","Total","Asylum applicant","Person","40",""
"2016M06","Cyprus","Syria","Total","Total","First time applicant","Person","35",""
"2016M06","Latvia","Extra EU-28","Total","Total","Asylum applicant","Person","45",""
"2016M06","Latvia","Extra EU-28","Total","Total","First time applicant","Person","45",""
"2016M06","Latvia","Syria","Total","Total","Asylum applicant","Person","20",""
"2016M06","Latvia","Syria","Total","Total","First time applicant","Person","20",""
"2016M06","Lithuania","Extra EU-28","Total","Total","Asylum applicant","Person","45",""
"2016M06","Lithuania","Extra EU-28","Total","Total","First time applicant","Person","45",""
"2016M06","Lithuania","Syria","Total","Total","Asylum applicant","Person","25",""
"2016M06","Lithuania","Syria","Total","Total","First time applicant","Person","25",""
"2016M06","Luxembourg","Extra EU-28","Total","Total","Asylum applicant","Person","175",""
"2016M06","Luxembourg","Extra EU-28","Total","Total","First time applicant","Person","170",""
"2016M06","Luxembourg","Syria","Total","Total","Asylum applicant","Person","40",""
"2016M06","Luxembourg","Syria","Total","Total","First time applicant","Person","40",""
"2016M06","Hungary","Extra EU-28","Total","Total","Asylum applicant","Person","4 745",""
"2016M06","Hungary","Extra EU-28","Total","Total","First time applicant","Person","4 605",""
"2016M06","Hungary","Syria","Total","Total","Asylum applicant","Person","875",""
"2016M06","Hungary","Syria","Total","Total","First time applicant","Person","860",""
"2016M06","Malta","Extra EU-28","Total","Total","Asylum applicant","Person","175",""
"2016M06","Malta","Extra EU-28","Total","Total","First time applicant","Person","165",""
"2016M06","Malta","Syria","Total","Total","Asylum applicant","Person","25",""
"2016M06","Malta","Syria","Total","Total","First time applicant","Person","20",""
"2016M06","Netherlands","Extra EU-28","Total","Total","Asylum applicant","Person","1 170",""
"2016M06","Netherlands","Extra EU-28","Total","Total","First time applicant","Person","1 015",""
"2016M06","Netherlands","Syria","Total","Total","Asylum applicant","Person","100",""
"2016M06","Netherlands","Syria","Total","Total","First time applicant","Person","90",""
"2016M06","Austria","Extra EU-28","Total","Total","Asylum applicant","Person","3 190",""
"2016M06","Austria","Extra EU-28","Total","Total","First time applicant","Person","3 020",""
"2016M06","Austria","Syria","Total","Total","Asylum applicant","Person","555",""
"2016M06","Austria","Syria","Total","Total","First time applicant","Person","535",""
"2016M06","Poland","Extra EU-28","Total","Total","Asylum applicant","Person","1 595",""
"2016M06","Poland","Extra EU-28","Total","Total","First time applicant","Person","1 425",""
"2016M06","Poland","Syria","Total","Total","Asylum applicant","Person","5",""
"2016M06","Poland","Syria","Total","Total","First time applicant","Person","5",""
"2016M06","Portugal","Extra EU-28","Total","Total","Asylum applicant","Person","175",""
"2016M06","Portugal","Extra EU-28","Total","Total","First time applicant","Person","60",""
"2016M06","Portugal","Syria","Total","Total","Asylum applicant","Person","95",""
"2016M06","Portugal","Syria","Total","Total","First time applicant","Person","0",""
"2016M06","Romania","Extra EU-28","Total","Total","Asylum applicant","Person","80",""
"2016M06","Romania","Extra EU-28","Total","Total","First time applicant","Person","80",""
"2016M06","Romania","Syria","Total","Total","Asylum applicant","Person","40",""
"2016M06","Romania","Syria","Total","Total","First time applicant","Person","40",""
"2016M06","Slovenia","Extra EU-28","Total","Total","Asylum applicant","Person","35",""
"2016M06","Slovenia","Extra EU-28","Total","Total","First time applicant","Person","30",""
"2016M06","Slovenia","Syria","Total","Total","Asylum applicant","Person","15",""
"2016M06","Slovenia","Syria","Total","Total","First time applicant","Person","10",""
"2016M06","Slovakia","Extra EU-28","Total","Total","Asylum applicant","Person","5",""
"2016M06","Slovakia","Extra EU-28","Total","Total","First time applicant","Person","5",""
"2016M06","Slovakia","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M06","Slovakia","Syria","Total","Total","First time applicant","Person","0",""
"2016M06","Finland","Extra EU-28","Total","Total","Asylum applicant","Person","350",""
"2016M06","Finland","Extra EU-28","Total","Total","First time applicant","Person","335",""
"2016M06","Finland","Syria","Total","Total","Asylum applicant","Person","35",""
"2016M06","Finland","Syria","Total","Total","First time applicant","Person","35",""
"2016M06","Sweden","Extra EU-28","Total","Total","Asylum applicant","Person","2 100",""
"2016M06","Sweden","Extra EU-28","Total","Total","First time applicant","Person","1 430",""
"2016M06","Sweden","Syria","Total","Total","Asylum applicant","Person","335",""
"2016M06","Sweden","Syria","Total","Total","First time applicant","Person","235",""
"2016M06","United Kingdom","Extra EU-28","Total","Total","Asylum applicant","Person","3 110",""
"2016M06","United Kingdom","Extra EU-28","Total","Total","First time applicant","Person","3 055",""
"2016M06","United Kingdom","Syria","Total","Total","Asylum applicant","Person","135",""
"2016M06","United Kingdom","Syria","Total","Total","First time applicant","Person","135",""
"2016M06","Iceland","Extra EU-28","Total","Total","Asylum applicant","Person","35",""
"2016M06","Iceland","Extra EU-28","Total","Total","First time applicant","Person","35",""
"2016M06","Iceland","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M06","Iceland","Syria","Total","Total","First time applicant","Person","0",""
"2016M06","Liechtenstein","Extra EU-28","Total","Total","Asylum applicant","Person","5",""
"2016M06","Liechtenstein","Extra EU-28","Total","Total","First time applicant","Person","5",""
"2016M06","Liechtenstein","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M06","Liechtenstein","Syria","Total","Total","First time applicant","Person","0",""
"2016M06","Norway","Extra EU-28","Total","Total","Asylum applicant","Person","265",""
"2016M06","Norway","Extra EU-28","Total","Total","First time applicant","Person","245",""
"2016M06","Norway","Syria","Total","Total","Asylum applicant","Person","45",""
"2016M06","Norway","Syria","Total","Total","First time applicant","Person","45",""
"2016M06","Switzerland","Extra EU-28","Total","Total","Asylum applicant","Person","2 325",""
"2016M06","Switzerland","Extra EU-28","Total","Total","First time applicant","Person","2 215",""
"2016M06","Switzerland","Syria","Total","Total","Asylum applicant","Person","150",""
"2016M06","Switzerland","Syria","Total","Total","First time applicant","Person","140",""
"2016M06","Total","Extra EU-28","Total","Total","Asylum applicant","Person","120 335",""
"2016M06","Total","Extra EU-28","Total","Total","First time applicant","Person","115 860",""
"2016M06","Total","Syria","Total","Total","Asylum applicant","Person","31 430",""
"2016M06","Total","Syria","Total","Total","First time applicant","Person","31 065",""
